2498	2012-02-19 09:13:04	21
2515	2013-02-21 17:05:02	7
2531	2012-08-21 22:14:42	8
2533	2012-05-09 09:10:26	80
2562	2012-10-25 01:17:31	20
2565	2012-09-09 23:07:10	20
2575	2012-01-17 16:09:17	10
2584	2012-04-21 00:43:15	10
2594	2011-10-30 21:10:48	5
2622	2013-01-28 12:59:08	21
2623	2012-12-13 15:32:23	36
2677	2011-09-10 01:00:17	25
2753	2013-01-07 08:22:24	20
2769	2013-02-07 01:51:45	61
2774	2012-04-17 04:01:38	29
2783	2012-12-17 18:04:51	30
2804	2012-11-07 06:01:36	24
2816	2011-09-27 06:20:49	21
2823	2013-02-21 04:33:06	30
2874	2013-02-24 18:06:27	27
2921	2012-02-15 05:05:49	30
2945	2011-11-30 09:34:41	60
2953	2012-12-21 10:23:38	30
2956	2013-01-24 23:33:08	28
2957	2012-07-16 13:23:29	8
2978	2013-02-20 15:00:05	28
2999	2013-01-13 08:39:08	8
3030	2011-05-23 02:23:06	29
3047	2013-01-17 01:27:03	12
3065	2012-11-21 02:38:08	19
3067	2012-06-07 11:22:44	18
3069	2012-01-13 14:52:55	26
3070	2012-10-13 21:12:22	19
3071	2011-07-24 20:42:55	77
3085	2013-02-08 16:29:23	31
3100	2012-03-08 15:32:33	22
3111	2013-01-25 04:05:05	88
3125	2012-12-01 13:42:09	37
3136	2013-02-20 15:43:58	12
3139	2012-11-08 13:26:35	22
3159	2012-11-20 13:30:16	28
3182	2012-02-24 15:38:45	6
3193	2012-10-18 20:51:37	16
3222	2012-12-13 06:41:44	66
3231	2012-01-09 22:21:00	12
3232	2012-05-21 06:11:45	85
3233	2012-10-13 13:23:15	30
3242	2012-07-22 05:38:35	27
3247	2013-01-25 10:10:15	6
3260	2012-08-14 16:09:37	14
3267	2012-05-09 13:18:13	14
3277	2012-09-13 18:42:01	14
3311	2012-02-07 11:07:47	38
3333	2011-09-02 12:03:00	11
3334	2011-04-29 23:43:53	10
3335	2012-04-01 01:28:57	32
3338	2012-02-15 09:23:31	9
3343	2012-12-10 17:19:19	5
3358	2012-12-19 20:19:44	11
3376	2012-03-16 02:31:42	6
3420	2011-10-14 17:03:03	30
3424	2012-12-15 09:44:25	7
3441	2012-06-29 15:44:20	15
3445	2012-11-21 10:28:53	9
3468	2011-10-11 13:59:15	11
3472	2011-06-09 20:30:33	28
3477	2013-02-05 10:59:40	83
3493	2012-09-15 08:39:05	22
3494	2013-02-08 04:30:12	64
3497	2012-03-21 05:11:51	30
3509	2013-02-23 09:05:35	24
3520	2013-01-29 14:51:04	39
3577	2012-07-22 00:45:35	26
3598	2013-01-28 09:30:46	11
3625	2012-08-17 00:56:25	21
3630	2013-01-26 16:51:34	46
3631	2012-04-10 22:35:30	27
3648	2012-07-31 00:33:21	83
3669	2012-11-08 04:27:33	5
3703	2012-03-29 04:41:45	80
3736	2013-02-17 11:26:47	8
3738	2012-10-15 03:40:34	89
3745	2012-12-18 14:54:16	14
3833	2013-02-20 13:22:56	17
3852	2012-09-25 17:22:04	9
3854	2013-01-16 17:14:04	28
3857	2013-01-29 22:35:53	23
3894	2012-05-13 11:54:51	17
3906	2012-12-31 18:37:37	5
3912	2013-01-04 07:06:01	7
3925	2012-10-12 02:35:00	17
3928	2011-10-17 20:04:11	33
3947	2011-07-31 23:03:44	22
3972	2012-09-22 11:08:34	12
3979	2013-02-13 11:54:17	10
3987	2012-05-16 12:25:54	5
3993	2012-06-28 14:24:28	9
4064	2012-07-27 18:20:55	8
4084	2012-04-26 12:40:13	28
4158	2013-02-21 17:30:57	27
4160	2012-02-19 01:26:12	27
4181	2013-01-14 23:10:11	28
4183	2012-11-05 06:24:25	5
4194	2011-10-04 22:55:09	8
4214	2011-10-07 17:33:49	20
4218	2012-12-30 22:27:46	6
4245	2012-04-27 05:17:20	38
4246	2012-12-07 15:38:34	14
4255	2012-05-21 10:59:13	87
4256	2013-02-09 16:13:11	10
4264	2012-11-11 15:06:04	10
4267	2012-08-17 05:21:57	18
4321	2013-01-17 18:13:04	11
4411	2012-03-11 07:39:08	68
4419	2012-01-26 04:53:54	15
4427	2013-02-02 03:31:35	26
4441	2011-09-23 19:40:28	22
4462	2012-03-23 18:07:51	30
4506	2012-04-05 21:07:22	10
4515	2012-12-06 13:36:57	7
4521	2011-08-30 18:33:21	26
4547	2011-12-12 04:47:39	14
4568	2012-03-06 07:16:22	25
4571	2012-01-12 10:48:55	14
4580	2012-12-30 14:24:38	28
4588	2012-10-28 09:33:45	14
4599	2012-07-11 02:57:59	65
4606	2012-11-19 08:16:38	29
4608	2013-02-18 18:24:11	6
4622	2012-08-26 02:43:50	12
4652	2012-11-19 05:31:21	69
4676	2013-01-03 06:49:05	11
4677	2013-01-03 06:59:27	28
4680	2012-09-29 12:38:46	27
4696	2012-12-18 09:58:10	14
4697	2012-11-16 21:57:23	18
4704	2011-09-27 22:00:15	30
4729	2012-12-09 09:01:32	20
4739	2011-09-05 01:47:41	12
4741	2012-07-17 13:22:31	28
4749	2012-08-05 21:42:23	17
4759	2012-11-23 11:51:34	29
4767	2013-02-19 11:29:03	28
4773	2012-09-04 07:18:59	65
4778	2012-12-21 16:51:57	92
4799	2013-02-02 04:07:52	79
4827	2011-05-06 08:33:12	21
4831	2011-09-12 08:41:28	22
4851	2013-02-22 22:06:17	6
4853	2013-01-03 15:56:50	6
4871	2012-03-14 04:32:47	12
4882	2012-08-29 09:33:14	7
4890	2012-05-21 23:58:48	67
4900	2013-02-09 14:44:44	25
4916	2011-07-29 14:16:53	6
4918	2012-03-06 09:25:19	62
4920	2013-02-23 09:55:59	66
4941	2012-10-23 13:31:50	21
4953	2012-03-15 22:47:33	60
4960	2013-02-14 11:13:53	26
4978	2012-12-30 06:58:00	14
4982	2012-08-15 06:50:10	11
4992	2013-02-19 17:44:54	29
5042	2012-11-20 09:55:04	9
5051	2012-05-06 13:50:49	18
5089	2013-01-12 16:09:07	26
5093	2012-04-19 03:10:15	18
5101	2012-03-01 08:27:05	57
5114	2012-05-04 22:55:09	22
5128	2013-01-19 14:37:33	19
5153	2013-02-11 14:18:32	6
5157	2012-12-26 09:03:18	13
5185	2011-12-12 00:02:11	81
5227	2011-09-26 08:27:11	12
5229	2013-01-04 01:36:30	11
5236	2012-08-28 03:11:54	18
5245	2013-02-14 20:10:34	18
5250	2012-04-02 07:34:38	23
5331	2013-02-22 17:00:29	14
5336	2013-02-04 11:34:11	5
5346	2012-05-24 07:25:54	7
5358	2012-11-08 22:52:34	13
5382	2012-08-10 01:08:21	23
5426	2012-01-17 11:45:58	20
5459	2013-01-02 07:00:04	57
5509	2012-03-12 23:42:04	14
5535	2012-10-06 06:30:12	25
5568	2012-12-14 00:33:45	9
5609	2012-07-09 17:57:52	90
5624	2012-11-14 03:13:16	10
5626	2012-11-07 03:02:05	24
5651	2012-12-07 10:13:50	63
5735	2012-09-19 21:02:36	26
5789	2013-02-03 08:43:35	25
5801	2012-09-13 14:10:44	18
5808	2012-04-02 16:36:06	19
5811	2011-08-25 19:00:10	6
5864	2012-12-03 20:31:23	11
5871	2013-02-04 00:39:50	21
5898	2012-11-02 13:43:30	48
5916	2013-01-16 23:54:45	24
5935	2012-10-26 03:28:31	26
6017	2011-07-23 06:31:55	23
6044	2012-07-27 06:57:51	6
6051	2013-02-21 13:51:43	30
6054	2012-12-18 16:33:26	18
6082	2012-02-28 12:40:14	7
6091	2012-06-17 20:23:36	30
6093	2012-02-14 05:13:12	28
6116	2012-11-17 04:08:09	24
6121	2011-11-10 23:40:48	8
6123	2013-02-10 01:34:00	14
6143	2012-06-27 12:34:05	28
6166	2012-08-03 11:27:02	91
6185	2012-04-17 21:42:52	28
6186	2012-11-06 18:28:52	16
6213	2012-06-21 07:05:15	6
6229	2012-04-14 21:55:17	14
6235	2012-01-29 21:36:44	9
6239	2012-11-05 11:32:11	6
6259	2012-09-12 04:08:43	47
6260	2012-02-11 02:29:51	14
6270	2013-02-04 06:13:07	18
6303	2011-12-18 04:19:22	27
6309	2012-06-06 01:58:28	20
6319	2011-03-08 05:56:06	7
6321	2012-11-04 14:31:46	10
6336	2012-10-21 03:26:57	13
6343	2011-04-08 21:35:50	11
6353	2013-02-23 23:46:58	17
6368	2011-08-23 01:17:14	20
6372	2013-01-10 04:44:06	5
6400	2013-02-09 19:07:49	9
6436	2012-10-08 05:17:04	22
6458	2012-07-20 05:02:56	47
6497	2013-02-12 02:48:57	9
6505	2012-12-03 04:34:16	25
6513	2012-02-23 01:08:53	44
6525	2013-01-03 09:34:46	29
6546	2013-01-15 12:29:01	21
6563	2012-06-12 13:29:42	25
6607	2012-07-02 09:56:18	19
6618	2011-12-09 01:24:13	9
6641	2012-12-10 03:15:40	12
6652	2012-08-30 14:16:28	5
6679	2012-03-28 08:08:37	9
6723	2012-01-17 19:19:05	16
6739	2013-01-18 02:02:56	51
6786	2011-09-06 17:14:39	40
6800	2013-02-23 23:13:25	7
6819	2013-02-02 18:52:53	6
6824	2012-11-26 04:36:48	21
6835	2012-06-04 11:12:16	17
6855	2012-11-03 23:19:13	30
6858	2012-06-26 11:28:14	29
6868	2013-02-23 15:48:36	14
6886	2012-10-22 08:29:07	16
6905	2013-01-25 16:25:07	15
6939	2012-11-05 05:08:00	67
6946	2011-11-19 15:02:32	14
6963	2013-01-22 01:15:41	50
7021	2012-07-10 07:48:25	5
7032	2011-12-25 06:22:44	23
7043	2012-08-19 01:55:42	15
7055	2013-01-07 17:13:02	33
7104	2012-10-17 12:17:54	27
7106	2012-12-31 05:20:26	36
7156	2012-09-20 19:45:00	6
7161	2011-06-25 05:08:59	6
7173	2011-12-03 22:37:41	67
7187	2012-07-27 08:40:54	17
7201	2012-09-30 14:20:27	16
7202	2012-01-26 15:29:09	27
7225	2011-05-04 18:30:31	21
7228	2012-11-04 10:40:10	21
7239	2013-02-12 05:38:09	21
7247	2012-07-22 18:30:06	55
7293	2012-11-22 06:37:34	65
7304	2012-07-15 03:29:21	6
7334	2013-02-13 08:36:17	24
7381	2012-05-05 22:20:56	35
7385	2012-10-28 18:43:23	13
7390	2012-06-14 23:25:02	21
7391	2011-07-24 02:42:18	29
7398	2012-08-15 07:22:49	16
7420	2012-10-18 14:33:14	5
7454	2013-01-20 01:54:24	18
7474	2013-01-26 01:28:18	21
7479	2012-11-17 18:31:01	30
7502	2012-10-29 16:27:45	14
7535	2012-04-10 10:49:50	10
7542	2011-12-24 17:27:09	26
7548	2012-05-04 19:17:10	7
7575	2012-08-07 23:48:52	95
7577	2013-02-24 02:45:19	23
7583	2011-06-03 17:58:27	29
7600	2013-02-17 23:07:16	11
7607	2013-02-09 22:44:04	23
7626	2012-08-07 19:30:51	20
7635	2013-01-06 10:50:39	24
7675	2012-09-06 14:29:43	24
7701	2011-10-31 23:32:42	19
7729	2012-03-18 09:53:09	5
7735	2012-11-24 00:03:24	25
7785	2013-02-09 23:11:54	74
7787	2012-06-12 13:34:06	28
7802	2011-11-20 00:00:22	21
7809	2012-02-09 23:07:49	20
7816	2012-11-30 21:25:09	10
7818	2012-11-20 12:32:24	5
7833	2012-05-13 14:58:28	6
7836	2013-01-01 16:10:07	26
7845	2012-06-15 02:30:59	29
7876	2012-10-25 00:08:46	12
7902	2013-02-24 09:06:29	5
7905	2011-11-10 08:05:05	10
7935	2012-03-05 01:57:57	5
8003	2011-08-15 12:27:08	82
8006	2012-04-03 02:02:37	12
8042	2011-09-26 15:33:34	95
8072	2012-11-02 09:57:13	15
8107	2013-01-30 13:19:26	24
8149	2012-03-28 03:23:14	19
8151	2011-04-29 05:17:03	93
8185	2012-11-21 22:56:05	66
8188	2012-12-05 12:51:30	8
8225	2011-09-21 15:34:41	6
8226	2011-12-23 04:40:37	6
8241	2012-03-16 19:48:08	38
8294	2012-05-23 05:00:17	14
8297	2012-10-25 09:19:41	79
8308	2012-06-12 11:03:41	24
8309	2013-01-16 17:01:37	82
8338	2012-03-01 03:37:20	22
8353	2013-02-14 23:01:56	18
8371	2013-01-29 05:02:55	22
8396	2013-01-16 15:57:31	23
8409	2011-09-30 10:13:33	13
8428	2013-01-05 13:05:04	95
8477	2012-02-14 19:37:18	29
8498	2012-12-02 15:34:59	6
8501	2013-01-16 07:41:18	19
8502	2013-02-11 00:35:34	83
8518	2013-01-09 06:39:45	7
8523	2012-12-31 12:54:10	28
8533	2013-02-16 17:07:01	29
8542	2011-09-12 05:23:02	6
8561	2012-07-22 18:51:11	19
8573	2012-09-09 23:28:11	30
8577	2011-11-24 22:16:19	7
8584	2012-03-05 06:18:08	29
8587	2011-12-09 04:28:34	77
8589	2012-10-13 04:24:55	20
8595	2011-05-28 19:53:30	19
8621	2012-12-28 21:56:14	14
8635	2013-02-22 02:20:22	24
8652	2012-08-11 00:57:59	80
8653	2013-01-17 00:32:12	13
8654	2012-08-23 12:18:37	30
8661	2012-12-24 22:34:20	11
8670	2013-01-28 23:34:11	12
8712	2012-06-06 15:11:41	10
8754	2012-11-05 18:08:59	68
8768	2012-12-24 10:31:18	29
8794	2012-10-16 00:38:54	30
8836	2012-09-09 00:33:46	17
8881	2012-09-01 23:13:15	8
8885	2013-01-14 02:09:54	19
8887	2012-05-03 22:19:25	24
8933	2012-11-14 23:52:59	14
8957	2012-06-02 08:49:31	13
8960	2013-02-20 11:47:40	19
9003	2012-02-24 03:03:29	26
9024	2012-06-09 19:41:06	20
9039	2011-06-12 17:16:09	18
9057	2012-07-15 03:03:44	10
9078	2013-02-17 19:05:49	15
9081	2012-10-28 23:48:27	29
9088	2012-03-28 13:58:04	15
9116	2012-08-20 18:05:18	14
9161	2012-01-22 05:47:43	63
9185	2012-12-10 10:36:13	14
9187	2012-10-28 16:40:08	16
9188	2013-02-06 00:58:22	26
9190	2012-10-18 14:08:29	27
9198	2013-01-28 20:19:08	94
9210	2013-02-12 15:45:13	23
9223	2013-01-11 10:22:06	13
9239	2011-04-25 14:52:47	20
9270	2012-04-12 10:59:24	95
9333	2013-01-23 10:34:37	39
9348	2013-02-13 19:57:08	20
9354	2011-07-18 11:58:13	92
9358	2012-06-08 01:23:00	20
9365	2013-01-16 17:36:54	19
9370	2012-05-04 10:46:29	15
9376	2012-03-18 12:01:53	19
9378	2011-11-03 15:16:46	16
9450	2012-08-25 07:06:52	19
9474	2013-02-08 04:16:07	62
9516	2013-01-07 17:41:25	28
9535	2013-02-22 22:41:17	11
9544	2012-08-02 08:05:47	8
9545	2012-12-14 09:31:42	14
9572	2012-11-22 21:56:40	13
9580	2012-07-11 19:12:42	67
9609	2012-08-04 07:12:23	27
9630	2012-11-11 23:44:05	18
9663	2012-07-21 06:36:29	91
9679	2012-07-16 23:12:37	91
9700	2012-05-12 21:06:59	53
9744	2012-09-22 06:39:39	21
9746	2013-01-31 06:23:45	16
9781	2012-06-10 18:52:06	20
9788	2012-09-16 04:10:50	25
9790	2011-12-06 14:37:18	30
9840	2012-10-17 16:34:26	14
9862	2012-08-02 06:11:13	30
9874	2012-07-11 14:04:05	18
9885	2013-02-22 05:45:33	17
9910	2012-04-03 20:10:40	26
9916	2013-02-17 01:40:57	21
9979	2012-11-19 10:32:29	13
9985	2012-11-21 09:59:32	14
10013	2011-05-25 01:46:48	18
10043	2012-05-27 02:42:42	6
10048	2012-02-20 11:27:30	16
10055	2012-06-26 19:45:07	11
10061	2012-12-18 08:41:14	53
10088	2013-02-15 23:14:43	11
10096	2011-10-25 13:12:14	9
10104	2013-01-06 23:34:46	23
10108	2013-01-06 10:33:31	73
10131	2012-12-27 23:39:16	27
10151	2011-12-04 04:48:36	42
10154	2011-06-10 07:42:07	14
10194	2012-12-06 18:03:51	22
10197	2012-06-29 11:34:21	7
10199	2012-07-27 05:56:48	25
10209	2011-12-28 02:36:57	7
10210	2012-12-24 06:03:06	97
10256	2012-12-31 11:27:12	55
10293	2012-11-23 13:02:31	10
10298	2012-11-07 23:24:12	20
10318	2013-01-25 11:33:20	14
10326	2011-09-09 08:42:16	26
10332	2013-02-17 16:56:48	27
10350	2012-08-07 13:09:41	23
10366	2012-10-11 02:59:24	66
10378	2013-02-09 20:42:01	26
10396	2013-01-22 02:35:54	13
10422	2012-10-22 16:07:01	49
10437	2012-05-28 18:08:31	20
10475	2012-04-05 15:43:04	6
10499	2012-10-08 21:59:07	21
10507	2012-04-04 12:26:36	7
10525	2012-06-03 00:59:51	22
10542	2011-06-11 03:05:03	30
10563	2012-07-25 11:27:34	10
10579	2013-02-08 13:19:53	23
10597	2013-01-13 06:25:04	27
10634	2013-01-12 07:55:23	10
10652	2012-10-07 13:39:27	11
10693	2011-11-04 19:00:46	99
10694	2013-02-21 07:00:00	25
10697	2012-10-22 19:26:25	18
10704	2012-12-10 02:25:58	58
10707	2013-02-14 07:42:38	19
10721	2012-11-05 04:25:41	22
10749	2013-01-20 20:04:12	12
10758	2013-01-09 03:07:36	21
10790	2013-02-02 00:12:44	12
10812	2012-06-18 19:43:33	18
10840	2012-06-16 18:04:32	26
10846	2012-05-04 23:16:54	20
10858	2012-11-07 23:01:50	35
10874	2013-02-09 21:00:27	6
10887	2011-10-29 12:16:47	18
10895	2013-01-23 09:10:02	29
10933	2012-10-26 13:06:31	16
10941	2011-08-14 19:41:01	12
10951	2012-08-26 22:05:34	35
10966	2012-04-19 09:05:13	5
10972	2012-03-06 04:18:35	18
10976	2012-04-17 12:56:01	30
11019	2011-12-12 06:05:05	9
11028	2012-11-06 15:50:10	11
11029	2012-10-09 13:43:25	12
11078	2012-08-12 08:58:23	65
11096	2013-02-07 18:23:30	15
11132	2012-12-20 20:00:21	6
11158	2013-01-27 11:07:07	22
11165	2012-08-07 22:45:20	11
11170	2012-07-23 19:49:09	27
11188	2013-01-29 03:52:42	93
11199	2013-01-08 07:57:00	28
11209	2013-01-02 10:07:34	21
11239	2013-02-21 00:48:45	11
11242	2011-06-11 19:01:12	24
11251	2012-10-14 07:47:56	59
11256	2013-01-08 14:44:22	25
11272	2012-10-29 08:01:51	23
11273	2013-01-15 00:24:16	20
11288	2013-01-29 12:38:12	13
11292	2011-08-24 10:36:18	27
11296	2012-12-16 00:28:08	23
11304	2012-08-14 01:48:17	20
11331	2012-12-22 14:33:39	24
11333	2013-02-07 22:16:42	24
11347	2013-02-20 21:15:19	26
11352	2012-11-30 10:45:56	14
11353	2013-02-14 04:59:43	9
11395	2012-07-07 20:01:27	16
11430	2013-02-03 07:23:06	44
11431	2012-03-15 03:18:26	40
11463	2012-12-08 13:46:40	19
11479	2011-10-03 07:02:53	13
11484	2011-10-04 05:40:56	22
11486	2013-02-18 19:51:58	32
11492	2012-08-18 08:10:22	45
11524	2013-01-08 07:17:00	14
11588	2013-02-21 12:18:41	30
11591	2013-01-08 11:23:04	9
11659	2013-02-09 12:00:27	37
11701	2011-08-13 16:41:45	25
11737	2013-01-10 01:53:48	86
11751	2012-06-19 18:53:59	5
11752	2012-11-25 11:21:35	12
11757	2012-09-19 01:44:29	29
11813	2011-12-24 02:51:34	25
11852	2013-01-12 06:48:12	26
11898	2012-07-22 16:53:22	12
11913	2011-08-02 05:41:06	20
11914	2012-03-29 15:40:29	23
11934	2012-02-14 08:10:04	12
11942	2012-02-03 17:58:45	22
11945	2013-02-09 17:03:50	11
11946	2012-10-27 20:23:09	6
11949	2012-01-25 08:00:10	19
11955	2012-12-14 15:39:41	46
12005	2011-11-16 05:52:17	9
12101	2012-01-02 04:45:38	15
12105	2012-06-13 15:41:48	15
12130	2011-11-12 01:30:23	19
12139	2012-07-20 00:19:14	50
12187	2011-09-13 17:37:31	12
12194	2011-04-17 18:40:15	11
12206	2013-02-09 00:00:01	23
12265	2012-05-26 20:14:16	17
12295	2012-08-12 05:57:58	18
12308	2012-04-15 11:09:06	26
12312	2012-09-17 01:46:41	9
12314	2012-08-20 19:59:47	24
12367	2011-09-19 01:58:03	8
12384	2012-12-31 23:52:37	9
12423	2012-09-18 02:56:56	19
12432	2012-07-25 00:13:22	30
12435	2012-09-19 02:51:09	10
12446	2013-02-16 18:37:36	24
12479	2012-08-18 22:42:07	26
12486	2012-11-30 19:12:05	11
12503	2012-12-07 21:19:35	30
12519	2012-05-23 05:45:18	5
12522	2013-02-06 02:44:44	8
12535	2012-08-02 04:49:38	17
12557	2012-06-16 16:03:08	29
12563	2012-12-24 00:41:50	9
12574	2012-06-25 06:48:19	43
12576	2012-07-29 06:25:21	16
12609	2013-01-14 16:06:39	19
12655	2012-04-25 09:00:03	14
12663	2012-10-22 07:39:06	12
12667	2012-11-10 20:39:13	68
12668	2013-01-16 06:14:32	30
12675	2011-10-26 17:39:45	27
12676	2012-05-02 17:26:20	89
12686	2012-08-06 04:54:40	70
12694	2013-02-11 08:16:37	9
12738	2011-11-20 03:58:16	24
12777	2012-01-31 00:15:19	17
12779	2012-12-25 18:52:36	28
12781	2012-09-02 23:40:30	73
12782	2011-08-30 21:42:09	17
12788	2012-06-07 09:24:17	21
12795	2012-01-29 04:59:39	17
12810	2012-10-28 07:13:48	14
12817	2012-09-08 15:26:47	15
12826	2012-09-10 23:42:07	13
12827	2013-02-07 18:12:45	27
12891	2012-12-29 09:01:21	6
12893	2012-10-21 09:06:28	89
12925	2013-02-07 13:47:10	96
12942	2012-10-19 15:46:42	6
12977	2013-02-21 10:11:04	12
12983	2012-08-28 03:00:53	11
12989	2013-02-03 08:18:48	25
12995	2011-04-03 04:29:37	6
13028	2011-12-09 02:17:45	6
13032	2013-01-15 08:28:08	7
13077	2013-01-06 02:08:06	10
13078	2012-05-01 20:52:31	24
13131	2012-12-22 05:34:27	53
13216	2013-02-24 08:15:17	28
13225	2013-02-18 09:35:13	36
13243	2012-09-29 12:09:20	14
13248	2012-12-27 04:59:23	50
13277	2012-06-18 21:34:25	22
13290	2012-09-24 09:29:02	26
13298	2011-10-16 08:47:26	61
13341	2013-02-01 05:45:35	13
13343	2012-06-06 21:52:06	22
13348	2013-01-06 09:47:30	28
13408	2013-02-24 17:13:59	9
13425	2013-02-01 07:17:57	21
13433	2012-05-19 01:14:15	13
13434	2012-03-18 15:29:48	15
13456	2013-02-04 19:49:58	9
13467	2013-02-20 00:08:06	15
13469	2012-12-29 03:43:03	27
13482	2012-11-11 08:06:00	9
13527	2013-01-21 01:07:18	22
13540	2013-01-18 00:07:57	22
13577	2011-12-07 00:57:17	5
13611	2011-10-23 21:42:10	6
13630	2013-02-23 13:23:06	26
13634	2012-06-09 17:33:47	21
13638	2012-11-24 18:49:46	11
13687	2011-12-02 06:55:35	13
13718	2012-07-09 21:09:53	18
13736	2012-09-26 18:53:53	55
13743	2012-08-01 22:14:13	76
13748	2012-04-21 03:41:59	5
13751	2011-12-28 23:17:39	14
13755	2012-12-18 22:39:01	14
13785	2012-09-16 17:25:06	12
13837	2012-12-25 04:30:04	15
13849	2012-12-19 04:59:41	12
13856	2012-12-24 22:09:58	30
13861	2012-10-24 18:01:41	7
13865	2012-12-24 08:19:04	40
13869	2012-12-10 03:50:47	8
13882	2011-03-31 17:40:45	19
13968	2013-02-21 07:28:40	28
13969	2013-01-18 18:15:55	64
14060	2012-03-25 16:31:51	18
14068	2011-08-10 15:36:43	15
14079	2013-01-12 07:00:38	17
14099	2012-07-02 05:03:09	18
14173	2012-11-11 05:29:34	21
14220	2013-01-25 14:38:09	48
14244	2011-09-12 05:27:20	57
14245	2012-09-03 03:21:22	24
14297	2012-06-27 11:50:25	15
14298	2013-01-08 15:45:01	41
14319	2012-07-20 18:57:23	30
14321	2012-12-14 10:55:47	15
14348	2012-02-13 04:47:46	20
14365	2013-02-05 19:40:33	65
14374	2012-05-08 17:42:36	7
14389	2013-02-11 01:31:21	38
14415	2013-01-28 01:00:54	6
14420	2012-07-10 13:57:25	30
14425	2012-04-02 18:23:51	6
14455	2013-01-09 19:56:41	15
14483	2013-01-08 03:08:56	67
14485	2012-08-22 12:09:58	25
14513	2012-09-30 18:48:43	7
14564	2011-09-05 11:13:40	6
14583	2011-12-18 08:10:42	12
14585	2013-02-03 18:54:40	6
14609	2012-12-31 04:28:55	12
14639	2012-01-09 06:21:52	14
14640	2012-01-08 02:07:36	60
14643	2012-06-19 12:39:03	25
14646	2012-08-29 21:10:36	8
14671	2013-02-01 09:45:13	20
14693	2012-12-23 01:21:28	25
14696	2012-11-29 22:25:20	26
14699	2012-04-16 01:15:42	7
14715	2013-02-12 17:30:39	63
14722	2012-04-07 02:02:04	26
14738	2013-01-27 02:52:26	30
14756	2011-12-27 11:37:42	24
14813	2013-02-07 23:49:48	95
14821	2012-08-04 12:49:34	73
14837	2012-11-27 11:29:41	71
14845	2011-12-09 14:40:47	26
14887	2012-02-19 09:09:21	27
14899	2012-01-16 01:03:50	21
14910	2013-02-02 17:08:12	26
14924	2012-10-13 02:13:56	5
14981	2012-01-12 18:33:06	29
